accX,accy,accZ,gyroX,gyroY,gyroZ,flex1,flex2,flex3,mag,count,label
0.1768,-0.0031,-0.059,-0.0174,0.0128,-0.0267,0.0003,0.0002,0.0,0.1243,7.0,3
0.1655,0.0134,-0.055,-0.0075,0.0045,-0.0241,0.0001,0.0002,0.0,0.1166,7.0,3
0.1823,0.0028,-0.0564,-0.0101,0.0084,-0.015,0.0002,0.0002,0.0,0.1273,7.0,3
0.1529,-0.0125,-0.0539,0.0027,0.0048,-0.0168,0.0002,0.0002,0.0,0.1084,7.0,3
0.1757,-0.0055,-0.0522,-0.0014,-0.0072,-0.0176,0.0002,0.0002,0.0,0.1223,7.0,3
0.1949,-0.0169,-0.0747,-0.0094,0.0105,-0.0286,0.0002,0.0002,0.0,0.1396,7.0,3
0.1798,-0.0098,-0.0537,-0.007,0.012,-0.0466,0.0004,0.0001,0.0,0.1253,7.0,3
0.1543,0.0041,-0.0476,-0.0037,0.0181,-0.0441,0.0,0.0003,0.0,0.1077,7.0,3
0.1507,0.0221,-0.0427,-0.0072,0.0183,-0.0367,0.0004,0.0001,0.0,0.1055,7.0,3
0.1269,0.0239,-0.015,-0.0094,-0.0048,-0.0316,0.0,0.0003,0.0,0.0867,7.0,3
0.2169,-0.0311,-0.0078,0.0041,0.0239,-0.0336,0.0004,0.0001,0.0,0.1462,7.0,3
0.111,-0.0437,0.0093,0.0512,0.0786,-0.0682,0.0,0.0005,0.56,0.0798,7.0,3
0.1136,0.0522,0.0537,0.0648,0.002,-0.0667,0.0004,0.0005,1.0,0.0907,7.0,3
0.0675,0.0475,0.0084,0.0359,-0.0079,-0.0472,0.0,0.0986,1.0,0.0553,7.0,3
0.1207,0.0646,-0.0314,0.0028,-0.0804,-0.0335,0.0004,0.2036,1.0,0.0936,7.0,3
0.1718,0.0187,-0.1046,-0.0286,-0.0361,-0.0402,0.0,0.1963,1.0,0.1347,7.0,3
0.1716,0.0198,-0.0691,-0.0301,-0.0522,-0.0502,0.0003,0.1114,1.0,0.124,7.0,3
0.1197,0.0317,-0.0738,-0.039,-0.0675,-0.0535,0.0,0.0823,1.0,0.0961,7.0,3
0.1394,0.0237,-0.0756,-0.0383,-0.0832,-0.0379,0.0003,0.0005,1.0,0.1069,7.0,3
0.1524,0.0071,-0.0791,-0.031,-0.0837,-0.0395,0.0001,0.0002,0.4633,0.1146,7.0,3
0.1668,0.0085,-0.0869,-0.0416,-0.0707,-0.0481,0.0003,0.0002,0.0,0.1255,7.0,3
0.2088,0.0106,-0.0764,-0.0717,-0.0673,-0.0655,0.0001,0.0002,0.0,0.1484,7.0,3
0.2345,-0.0111,-0.0767,-0.1095,0.0059,-0.0785,0.0003,0.0002,0.0,0.1646,7.0,3
0.1965,-0.0422,-0.0455,-0.1065,0.0554,-0.0869,0.0001,0.0002,0.0,0.1374,7.0,3
0.1491,-0.032,0.0023,-0.0726,0.0227,-0.0773,0.0002,0.0002,0.0,0.1017,7.0,3
