accX,accy,accZ,gyroX,gyroY,gyroZ,flex1,flex2,flex3,mag,count,label
-0.178,0.1571,0.0339,0.0058,-0.0051,0.0042,0.0214,0.0003,0.0,0.1599,46.0,1
-0.1968,0.141,0.0686,0.0313,-0.002,0.0214,0.6196,0.0002,0.0,0.1678,46.0,1
-0.2029,0.1446,0.0379,0.0761,-0.022,0.0401,1.0,0.0002,0.0,0.168,46.0,1
-0.1746,0.1757,-0.001,0.05,-0.0387,0.0223,1.0,0.0002,0.0,0.1651,46.0,1
-0.1776,0.2086,-0.0359,0.0147,-0.0197,0.0173,1.0,0.0003,0.0,0.1843,46.0,1
-0.1767,0.1709,0.0094,-0.0012,-0.0108,0.0078,1.0,0.0002,0.0,0.164,46.0,1
-0.172,0.1453,0.0304,-0.0021,-0.0214,-0.0066,1.0,0.0002,0.0,0.1515,46.0,1
-0.1693,0.1521,0.044,0.019,-0.0166,-0.0267,0.6845,0.0002,0.0,0.1546,46.0,1
-0.1718,0.1957,-0.0083,-0.0045,-0.0228,-0.0323,0.5644,0.0002,0.0,0.1737,46.0,1
-0.1794,0.2054,-0.0131,-0.0275,-0.0075,-0.0223,0.489,0.0003,0.0,0.182,46.0,1
-0.2076,0.1835,0.0363,-0.0469,-0.0081,-0.0051,0.16,0.0003,0.0,0.1863,46.0,1
-0.1883,0.1347,0.0433,-0.0247,-0.0132,0.0054,0.0008,0.0002,0.0,0.157,46.0,1
-0.1763,0.1435,0.0302,0.002,-0.0095,0.0026,0.0008,0.0002,0.0,0.1529,46.0,1
-0.1936,0.1701,0.0188,0.0027,-0.0122,0.0005,0.0009,0.0002,0.0,0.1723,46.0,1
-0.1814,0.1696,0.0202,-0.0036,-0.0129,-0.0013,0.0008,0.0002,0.0,0.1661,46.0,1
-0.1852,0.161,0.0235,-0.0078,-0.0106,-0.0025,0.0009,0.0002,0.0,0.1644,46.0,1
-0.188,0.156,0.0323,-0.0043,-0.0131,-0.0006,0.0009,0.0002,0.0,0.1643,46.0,1
-0.1831,0.163,0.0245,0.0002,-0.0128,0.0013,0.0009,0.0002,0.0,0.1643,46.0,1
0.077,0.0417,-0.0385,0.0026,-0.009,0.0039,0.0005,0.0003,0.0,0.0638,1.0,1
0.0824,0.0406,-0.0515,0.0086,-0.0037,0.003,0.0011,0.0003,0.0,0.0702,1.0,1
0.0682,0.0729,-0.0412,-0.012,0.0107,0.003,0.0006,0.0003,0.0,0.072,1.0,1
0.0648,0.0413,-0.0257,-0.026,0.0048,0.0049,0.001,0.0003,0.0,0.054,1.0,1
0.0734,0.0353,-0.0229,-0.0072,0.0068,0.0026,0.0007,0.0003,0.0,0.0564,1.0,1
0.0834,0.0568,-0.0268,-0.0026,0.0048,0.0012,0.0009,0.0003,0.0,0.0696,1.0,1
0.0863,0.0544,-0.0287,-0.0012,0.0021,-0.0016,0.0007,0.0003,0.0,0.0706,1.0,1
0.0846,0.0694,-0.0311,0.0056,0.0087,0.0039,0.0009,0.0004,0.0,0.0758,1.0,1
0.0624,0.0836,-0.0184,-0.0167,0.0106,0.0115,0.0007,0.0002,0.0,0.0706,1.0,1
0.0593,0.0364,-0.0059,-0.0034,-0.0121,0.0268,0.0008,0.0004,0.0,0.0466,1.0,1
0.0952,0.033,-0.0328,0.0112,-0.011,0.0144,0.0008,0.0002,0.0,0.0706,1.0,1
0.1018,0.0447,-0.0471,0.0063,0.0015,0.0029,0.0008,0.0004,0.0,0.0805,1.0,1
0.1066,0.0548,-0.0544,0.0073,0.0023,-0.0026,0.0008,0.0002,0.0,0.0877,1.0,1
0.1166,0.0775,-0.0419,0.0083,0.0257,0.0073,0.0007,0.0004,0.0,0.0974,1.0,1
0.093,0.0961,-0.0377,-0.008,0.0511,0.0397,0.7245,0.0002,0.0,0.0926,1.0,1
